ICAO аэродром вылета,ICAO аэродром прибытия,Аэропорт вылета,Аэропорт прибытия,"Дистанция, км"
UENN,UEEE,UENN | NYR | Нюрба,UEEE | YKS | Якутск,599
UHQO,UHPM,UHQO | Запорожье | Озерная,UHPM | Мильково,378
UHQO,UHPX,UHQO | Запорожье | Озерная,UHPX | Никольское,753
UHQO,UHSN,UHQO | Запорожье | Озерная,UHSN | NGK | Ноглики,926
UHQO,UHPD,UHQO | Запорожье | Озерная,UHPD | Оссора,953
UHQO,UHSH,UHQO | Запорожье | Озерная,UHSH | OHH | Оха | Новостройка,952
UHQO,UHPL,UHQO | Запорожье | Озерная,UHPL | Палана,870
UHQO,ZD5W,UHQO | Запорожье | Озерная,ZD5W | Парамушир,183
UHQO,UHPP,UHQO | Запорожье | Озерная,UHPP | PKC | Петропавловск-Камчатский | Елизово,226
UHQO,UHPS,UHQO | Запорожье | Озерная,UHPS | Соболево | Соболево,314
UHQO,UHPG,UHQO | Запорожье | Озерная,UHPG | Тигиль,713
UHQO,UHPK,UHQO | Запорожье | Озерная,UHPK | Усть-Камчатск,664
UHQO,UHPU,UHQO | Запорожье | Озерная,UHPU | Усть-Хайрюзово,623
UHQO,UHSI,UHQO | Запорожье | Озерная,UHSI | ITU | Итуруп,940
UEMO,UERA,UEMO | OLZ | Олёкминск,UERA | Айхал,764
UEMO,UEEA,UEMO | OLZ | Олёкминск,UEEA | ADH | Алдан,343
UEMO,UIKB,UEMO | OLZ | Олёкминск,UIKB | ODO | Бодайбо,454
UEMO,UHHG,UEMO | OLZ | Олёкминск,UHHG | Бомнак,807
UEMO,UNIW,UEMO | OLZ | Олёкминск,UNIW | Ванавара,998
UEMO,UENI,UEMO | OLZ | Олёкминск,UENI | VHV | Верхневилюйск,340
UEMO,UENW,UEMO | OLZ | Олёкминск,UENW | VYI | Вилюйск,379
UEMO,UIKE,UEMO | OLZ | Олёкминск,UIKE | ERG | Ербогачен,682
UEMO,UEVV,UEMO | OLZ | Олёкминск,UEVV | ZIX | Жиганск,726
UEMO,UHBE,UEMO | OLZ | Олёкминск,UHBE | Зея | Зея,847
UEMO,UIKK,UEMO | OLZ | Олёкминск,UIKK | KCK | Киренск,767
UEMO,UERL,UEMO | OLZ | Олёкминск,UERL | ULK | Ленск | Ленск,311
UEMO,UEMM,UEMO | OLZ | Олёкминск,UEMM | GYG | Маган,523
UEMO,UERR,UEMO | OLZ | Олёкминск,UERR | MJZ | Мирный,416
UEMO,UELL,UEMO | OLZ | Олёкминск,UELL | NER | Нерюнгри | Чульман,465
UEMO,UIUN,UEMO | OLZ | Олёкминск,UIUN | Нижнеангарск,819
UEMO,UENN,UEMO | OLZ | Олёкминск,UENN | NYR | Нюрба,341
UEMO,UERO,UEMO | OLZ | Олёкминск,UERO | ONK | Оленек,981
UEMO,UERP,UEMO | OLZ | Олёкминск,UERP | PYJ | Полярный,789
UEMO,UEBS,UEMO | OLZ | Олёкминск,UEBS | SUK | Саккырыр,952
UEMO,UEMS,UEMO | OLZ | Олёкминск,UEMS | Сангар,536
UEMO,UENS,UEMO | OLZ | Олёкминск,UENS | SUY | Сунтар,250
UEMO,UIKG,UEMO | OLZ | Олёкминск,UIKG | Таксимо,554
UEMO,UECT,UEMO | OLZ | Олёкминск,UECT | TLK | Талакан,526
UEMO,UHBW,UEMO | OLZ | Олёкминск,UHBW | TYD | Тында | Тында,624
UEMO,UITT,UEMO | OLZ | Олёкминск,UITT | UKX | Усть-Кут | Усть-Кут,940
UEMO,UEMU,UEMO | OLZ | Олёкминск,UEMU | UMS | Усть-Мая,768
UEMO,UEMH,UEMO | OLZ | Олёкминск,UEMH | KDY | Хандыга | Теплый Ключ,906
UEMO,UIAR,UEMO | OLZ | Олёкминск,UIAR | Чара,408
UEMO,UEEE,UEMO | OLZ | Олёкминск,UEEE | YKS | Якутск,533
UERO,UERA,UERO | ONK | Оленек,UERA | Айхал,287
UERO,UEBB,UERO | ONK | Оленек,UEBB | Батагай,925
UERO,UENI,UERO | ONK | Оленек,UENI | VHV | Верхневилюйск,664
UERO,UENW,UERO | ONK | Оленек,UENW | VYI | Вилюйск,672
UERO,UIKE,UERO | ONK | Оленек,UIKE | ERG | Ербогачен,833
UERO,UEVV,UERO | ONK | Оленек,UEVV | ZIX | Жиганск,499
